序号,日期,Training Contract,Protection Contract,Engagement Contract,Military Contract,生产日期,收入,工资,广告费,利润,总效率,产量,销量,库存,单价,成本,记录时间
1,2023/4/21,500000,3000000,8000000,12000000,2023/4/21,$10000000,$9250000,$515000,$235000,728,1,1,0,$10000000.0,0,2023/4/21 17:29:0
