序号,日期,Training Contract,Protection Contract,Engagement Contract,Military Contract,生产日期,收入,工资,广告费,利润,总效率,产量,销量,库存,单价,成本,记录时间
1,2023/5/4,1000000,3000000,10000000,16000000,2023/5/4,$16000000,$5500000,$700000,$9800000,753,1,1,0,$16000000.0,0,2023/5/4 13:58:49
